"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Days Old","Total Citations","Total Citations Per Day","Citations CrossRef Per Day","Citations PubMed Per Day","Citations Scopus Per Day","HTML Page Views Per Day","XML Downloads Per Day","PDF Downloads Per Day","Combined Downloads Per Day","Blog Postgenomic Per Day","Blog Nature Per Day","Blog Bloglines Per Day","Number of Trackbacks Per Day","Social Bookmarking – CiteULike Per Day","Social Bookmarking – Connotea Per Day","Number of Ratings Per Day",,"Number of Note threads Per Day","Number of replies to Notes Per Day","Number of Comment threads Per Day","Number of 'Star Ratings' that also include a text comment Per Day"
06/15/09,2009,"PLoS ONE","RA","Toward the Restoration of Hand Use to a Paralyzed Monkey: Brain-Controlled Functional Electrical Stimulation of Forearm Muscles",127,0,0,0,0,0,0.57,0.01,5.34,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Quantification of Cytokeratin 5 mRNA Expression in the Circulation of Healthy Human Subjects and after Lung Transplantation",126,0,0,0,0,0,0.21,0.02,4.25,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","A Functional ??TCR/CD3 Complex Distinct from ??T Cells Is Expressed by Human Eosinophils",125,0,0,0,0,0,0.69,0.02,5.3,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","The Time-Course of Visual Categorizations: You Spot the Animal Faster than the Bird",125,0,0,0,0,0,0.8,0.01,6.79,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Distinct Differences in the Expansion and Phenotype of TB10.4 Specific CD8 and CD4 T Cells after Infection with Mycobacterium tuberculosis",126,0,0,0,0,0,0.59,0.02,4.95,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Variable Food Begging Calls Are Harbingers of Vocal Learning",126,0,0,0,0,0,1.61,0.04,10.32,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Protection and Polyfunctional T Cells Induced by Ag85B-TB10.4/IC31? against Mycobacterium tuberculosis Is Highly Dependent on the Antigen Dose",126,0,0,0,0,0,0.78,0.02,5.54,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Contact Profiles in Eight European Countries and Implications for Modelling the Spread of Airborne Infectious Diseases",125,0,0,0,0,0,0.49,0.02,5.25,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Heterochromatic siRNAs and DDM1 Independently Silence Aberrant 5S rDNA Transcripts in Arabidopsis",126,0,0,0,0,0,1.08,0.02,6.83,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Lapatinib, a Dual EGFR and HER2 Tyrosine Kinase Inhibitor, Downregulates Thymidylate Synthase by Inhibiting the Nuclear Translocation of EGFR and HER2",126,0,0,0,0,0,1.15,0.02,7.09,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Safety and Immunogenicity of Boosting BCG Vaccinated Subjects with BCG: Comparison with Boosting with a New TB Vaccine, MVA85A",126,0,0,0,0,0,0.88,0.03,6.94,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","SNX4 in Complex with Clathrin and Dynein: Implications for Endosome Movement",126,0,0,0,0,0,0.99,0.01,6.73,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Identification of a Novel Uromodulin-Like Gene Related to Predator-Induced Bulgy Morph in Anuran Tadpoles by Functional Microarray Analysis",126,0,0,0,0,0,0.38,0.02,4.37,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","An Evaluation of the Quality of IMCI Assessments among IMCI Trained Health Workers in South Africa",125,0,0,0,0,0,0.3,0.02,4.76,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Yersinia pestis Endowed with Increased Cytotoxicity Is Avirulent in a Bubonic Plague Model and Induces Rapid Protection against Pneumonic Plague",126,0,0,0,0,0,0.62,0.01,5.15,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Complex Segregation Analysis of Pedigrees from the Gilda Radner Familial Ovarian Cancer Registry Reveals Evidence for Mendelian Dominant Inheritance",125,0,0,0,0,0,0.27,0.01,4.58,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Towards the Immunoproteome of Neisseria meningitidis",126,0,0,0,0,0,0.73,0.04,5.29,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Sport Hunting, Predator Control and Conservation of Large Carnivores",125,0,0,0,0,0,1.59,0.03,13.33,0,0,0,0,0,0,0,0,,0,0,0,0
06/16/09,2009,"PLoS ONE","RA","Genetic Manipulation of Palmitoylethanolamide Production and Inactivation in Saccharomyces cerevisiae",126,0,0,0,0,0,0.43,0.02,4.9,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Custom Design and Analysis of High-Density Oligonucleotide Bacterial Tiling Microarrays",125,0,0,0,0,0,0.65,0.02,5.68,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Mosaic hoxb4a Neuronal Pleiotropism in Zebrafish Caudal Hindbrain",125,0,0,0,0,0,0.66,0.02,5.05,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","NSOM/QD-Based Direct Visualization of CD3-Induced and CD28-Enhanced Nanospatial Coclustering of TCR and Coreceptor in Nanodomains in T Cell Activation",125,0,0,0,0,0,0.61,0.02,4.97,0,0,0,0,0,0,0,0,,0.01,0,0,0
06/17/09,2009,"PLoS ONE","RA","Cocaine Modulates Locomotion Behavior in C. elegans",125,0,0,0,0,0,0.96,0.02,7.02,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Modulation of Angiogenic and Inflammatory Response in Glioblastoma by Hypoxia",125,0,0,0,0,0,1.21,0.02,7.06,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Parvovirus Induced Alterations in Nuclear Architecture and Dynamics",125,0,0,0,0,0,0.56,0.02,5.16,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Regulation of LRRK2 Stability by the E3 Ubiquitin Ligase CHIP",125,0,0,0,0,0,1.84,0.02,8.71,0,0,0,0,0,0,0,0,,0,0,0,0
06/17/09,2009,"PLoS ONE","RA","Clinical Prognostic Value of RNA Viral Load and CD4 Cell Counts during Untreated HIV-1 Infection?A Quantitative Review",125,0,0,0,0,0,0.81,0.02,5.94,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","c-Myc Accelerates S-Phase and Requires WRN to Avoid Replication Stress",124,0,0,0,0,0,1.21,0.04,6.7,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Individual Differences in Personality Predict How People Look at Faces",120,0,0,0,0,0,0.83,0.04,6.04,0,0,0,0,0,0,0,0.01,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Attenuated AMPA Receptor Expression Allows Glioblastoma Cell Survival in Glutamate-Rich Environment",124,0,0,0,0,0,0.39,0.04,4.78,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Blueberry-Enriched Diet Protects Rat Heart from Ischemic Damage",124,0,0,0,0,0,0.69,0.02,6.47,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Positive Reciprocal Regulation of Ubiquitin C-Terminal Hydrolase L1 and ?-Catenin/TCF Signaling",124,0,0,0,0,0,0.66,0.03,5.19,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Gene Specificity of Suppression of Transgene-Mediated Insertional Transcriptional Activation by the Chicken HS4 Insulator",124,0,0,0,0,0,0.5,0.01,4.78,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Structure of HI-6?Sarin-Acetylcholinesterase Determined by X-Ray Crystallography and Molecular Dynamics Simulation: Reactivator Mechanism and Design",124,0,0,0,0,0,0.54,0.02,4.99,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Dissemination of Escherichia coli with CTX-M Type ESBL between Humans and Yellow-Legged Gulls in the South of France",124,0,0,0,0,0,1.42,0.06,9.84,0,0,0,0,0,0,0,0.08,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Immune Regulatory Neural Stem/Precursor Cells Protect from Central Nervous System Autoimmunity by Restraining Dendritic Cell Function",123,0,0,0,0,0,1.01,0.02,7.21,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","A Computational Model of Aging and Calcification in the Aortic Heart Valve",124,0,0,0,0,0,0.29,0.03,4.1,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Actin Turnover Is Required for Myosin-Dependent Mitochondrial Movements in Arabidopsis Root Hairs",124,0,0,0,0,0,0.75,0.02,5.76,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Influence of Environment and Mitochondrial Heritage on the Ecological Characteristics of Fish in a Hybrid Zone",124,0,0,0,0,0,0.41,0.02,5.87,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Disruption of Protein Kinase A in Mice Enhances Healthy Aging",124,0,0,0,0,0,0.98,0.02,7.02,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Tree Species Traits Influence Soil Physical, Chemical, and Biological Properties in High Elevation Forests",124,0,0,0,0,0,0.61,0.02,6.16,0,0,0,0,0,0,0,0,,0.01,0,0,0
06/18/09,2009,"PLoS ONE","RA","Antimicrobial Resistance among Isolates Causing Invasive Pneumococcal Disease before and after Licensure of Heptavalent Conjugate Pneumococcal Vaccine",124,0,0,0,0,0,0.52,0.03,4.97,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Tissue-Specific B-Cell Dysfunction and Generalized Memory B-Cell Loss during Acute SIV Infection",123,0,0,0,0,0,0.81,0.02,6.1,0,0,0,0,0,0,0,0,,0,0,0,0
06/26/09,2009,"PLoS ONE","RA","Optimized Null Model for Protein Structure Networks",116,0,0,0,0,0,0.64,0.04,2.96,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Prion Protein Paralog Doppel Protein Interacts with Alpha-2-Macroglobulin: A Plausible Mechanism for Doppel-Mediated Neurodegeneration",124,0,0,0,0,0,0.83,0.02,5.87,0,0,0,0,0,0,0,0,,0,0,0,0
06/18/09,2009,"PLoS ONE","RA","Patterns of Oligonucleotide Sequences in Viral and Host Cell RNA Identify Mediators of the Host Innate Immune System",124,0,0,0,0,0,1.53,0.09,7.51,0,0,0,0.02,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","A Fish Eye Out of Water: Ten Visual Opsins in the Four-Eyed Fish, Anableps anableps",118,0,0,0,0,0,0.83,0.03,8.54,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Antigen-Presenting Cells Represent Targets for R5 HIV-1 Infection in the First Trimester Pregnancy Uterine Mucosa",120,0,0,0,0,0,0.56,0.02,5.49,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Mapping Insertions, Deletions and SNPs on Venter's Chromosomes",120,0,0,0,0,0,1.09,0.01,9.22,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Streptococcus suis, an Important Cause of Adult Bacterial Meningitis in Northern Vietnam",120,0,0,0,0,0,0.42,0.02,4.82,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Stimulus Familiarity Affects Perceptual Restoration in the European Starling (Sturnus vulgaris)",118,0,0,0,0,0,0.35,0.08,4.59,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Natural Triterpenic Diols Promote Apoptosis in Astrocytoma Cells through ROS-Mediated Mitochondrial Depolarization and JNK Activation",120,0,0,0,0,0,0.61,0.01,5.08,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Plk1-Dependent Recruitment of ?-Tubulin Complexes to Mitotic Centrosomes Involves Multiple PCM Components",123,0,0,0,0,0,1.3,0.02,7.12,0,0,0,0,0,0.02,0.03,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Cytoplasmic Continuity Revisited: Closure of Septa of the Filamentous Fungus Schizophyllum commune in Response to Environmental Conditions",120,0,0,0,0,0,0.27,0.02,4.02,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Divergent Cardiopulmonary Actions of Heme Oxygenase Enzymatic Products in Chronic Hypoxia",123,0,0,0,0,0,0.36,0.02,4.77,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Ligation of ?-Dystroglycan on Podocytes Induces Intracellular Signaling: A New Mechanism for Podocyte Effacement?",123,0,0,0,0,0,0.56,0.03,4.93,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Endogenous TasiRNAs Mediate Non-Cell Autonomous Effects on Gene Regulation in Arabidopsis thaliana",123,0,0,0,0,0,2.09,0.03,10.04,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Increased Frequency and Compromised Function of T Regulatory Cells in Systemic Sclerosis (SSc) Is Related to a Diminished CD69 and TGF? Expression",120,0,0,0,0,0,0.54,0.03,4.74,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Parallel Loss of Plastid Introns and Their Maturase in the Genus Cuscuta",123,0,0,0,0,0,0.33,0.02,4.61,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Association between Common Germline Genetic Variation in 94 Candidate Genes or Regions and Risks of Invasive Epithelial Ovarian Cancer",123,0,0,0,0,0,0.94,0.02,7.23,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Preclinical Evaluation of a Replication-Deficient Intranasal ?NS1 H5N1 Influenza Vaccine",123,0,0,0,0,0,1.16,0.02,8,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Rapid Insulin-Dependent Endocytosis of the Insulin Receptor by Caveolae in Primary Adipocytes",123,0,0,0,0,0,0.74,0.02,5.7,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Mineralization Potential of Polarized Dental Enamel",123,0,0,0,0,0,0.19,0.03,4.52,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Induction of Empathy by the Smell of Anxiety",118,0,0,0,0,0,4.03,0.21,27.3,0,0,0,0.03,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","20-Hydroxycholecalciferol, Product of Vitamin D3 Hydroxylation by P450scc, Decreases NF-?B Activity by Increasing I?B? Levels in Human Keratinocytes",123,0,0,0,0,0,0.61,0.02,5.06,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Shared Visual Attention and Memory Systems in the Drosophila Brain",123,0,0,0,0,0,0.93,0.02,6.55,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Toll-Like Receptor Polymorphisms and Susceptibility to Urinary Tract Infections in Adult Women",120,0,0,0,0,0,0.66,0.02,5.21,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Melanopsin Bistability: A Fly's Eye Technology in the Human Retina",118,0,0,0,0,0,1.17,0.04,7.2,0,0,0,0,0,0,0,0,,0,0,0,0
07/10/09,2009,"PLoS ONE","RA","Identification of Global Transcriptional Dynamics",102,0,0,0,0,0,0.79,0.03,6.59,0,0,0,0,0,0,0,0,,0,0,0,0
06/19/09,2009,"PLoS ONE","RA","Cardiac Arrest during Gamete Release in Chum Salmon Regulated by the Parasympathetic Nerve System",123,0,0,0,0,0,0.25,0.04,5.19,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Differential Responses of Human Regulatory T Cells (Treg) and Effector T Cells to Rapamycin",120,0,0,0,0,0,1.54,0.02,7.76,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Cholinergic Pairing with Visual Activation Results in Long-Term Enhancement of Visual Evoked Potentials",120,0,0,0,0,0,0.41,0.02,4.54,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Large-Scale Assessment of the Effect of Popularity on the Reliability of Research",118,0,0,0,0,0,3.01,0.04,35.07,0,0,0,0.04,0,0.01,0.04,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Induction of Antibody Responses to African Horse Sickness Virus (AHSV) in Ponies after Vaccination with Recombinant Modified Vaccinia Ankara (MVA)",120,0,0,0,0,0,0.32,0.02,4.53,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Motor Learning Characterized by Changing L?vy Distributions",120,0,0,0,0,0,0.49,0.03,5.31,0,0,0,0.02,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Linking HIV-Infected TB Patients to Cotrimoxazole Prophylaxis and Antiretroviral Treatment in India",120,0,0,0,0,0,0.37,0.02,4.76,0,0,0,0,0,0,0,0,,0,0,0,0
06/22/09,2009,"PLoS ONE","RA","Genotyping and Phylogenetic Analysis of Yersinia pestis by MLVA: Insights into the Worldwide Expansion of Central Asia Plague Foci",120,0,0,0,0,0,0.82,0.02,5.94,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Molecular Determinants of Juvenile Hormone Action as Revealed by 3D QSAR Analysis in Drosophila",119,0,0,0,0,0,0.44,0.03,2.7,0,0,0,0,0,0,0,0,,0,0,0,0
07/01/09,2009,"PLoS ONE","RA","Acute Stress Increases Sex Differences in Risk Seeking in the Balloon Analogue Risk Task",111,0,0,0,0,0,0.93,0.04,9.65,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Pilot Study of Essential Drug Quality in Two Major Cities in India",119,0,0,0,0,0,0.47,0.04,4.56,0,0,0,0,0,0,0,0.01,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Histamine H3 Receptor-Mediated Signaling Protects Mice from Cerebral Malaria",119,0,0,0,0,0,0.64,0.04,3.57,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Cell Therapy Attenuates Cardiac Dysfunction Post Myocardial Infarction: Effect of Timing, Routes of Injection and a Fibrin Scaffold",119,0,0,0,0,0,0.39,0.03,2.1,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Impaired Interleukin-1? and c-Fos Expression in the Hippocampus Is Associated with a Spatial Memory Deficit in P2X7 Receptor-Deficient Mice",119,0,0,0,0,0,0.52,0.03,2.35,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","BDNF Activates mTOR to Regulate GluR1 Expression Required for Memory Formation",119,0,0,0,0,0,1.4,0.05,4.82,0,0,0,0,0,0.01,0.04,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Reliability at the Lower Limits of HIV-1 RNA Quantification in Clinical Samples: A Comparison of RT-PCR versus bDNA Assays",119,0,0,0,0,0,0.37,0.03,1.88,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Receptor Activated Ca2+ Release Is Inhibited by Boric Acid in Prostate Cancer Cells",119,0,0,0,0,0,0.39,0.03,2.06,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Understanding Physiological and Degenerative Natural Vision Mechanisms to Define Contrast and Contour Operators",119,0,0,0,0,0,0.33,0.04,2.41,0,0,0,0,0,0,0,0.02,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Disassembly of Shank and Homer Synaptic Clusters Is Driven by Soluble ?-Amyloid1-40 through Divergent NMDAR-Dependent Signalling Pathways",119,0,0,0,0,0,0.94,0.03,3.35,0,0,0,0,0,0,0,0,,0,0,0,0
07/07/09,2009,"PLoS ONE","RA","Sex Is Always Well Worth Its Two-Fold Cost",105,0,0,0,0,0,1.58,0.05,22.51,0,0,0,0,0,0,0,0,,0.02,0,0,0
06/23/09,2009,"PLoS ONE","RA","Human Telomere Length Correlates to the Size of the Associated Chromosome Arm",119,0,0,0,0,0,0.66,0.01,2.75,0,0,0,0,0,0,0,0,,0,0,0,0
06/30/09,2009,"PLoS ONE","RA","Racial Differences in the Human Endogenous Circadian Period",112,0,0,0,0,0,1.27,0.05,7.62,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Alpha-Helical Protein Networks Are Self-Protective and Flaw-Tolerant",119,0,0,0,0,0,0.39,0.02,2.58,0,0,0,0,0,0.02,0.04,0,,0,0,0.02,0
06/23/09,2009,"PLoS ONE","RA","Increased Sensitivity to Thermal Pain Following a Single Opiate Dose Is Influenced by the COMT val158met Polymorphism",119,0,0,0,0,0,0.46,0.12,2.85,0,0,0,0,0,0,0,0,,0.01,0,0,0
06/24/09,2009,"PLoS ONE","RA","Fine-Scale Dissection of Functional Protein Network Organization by Statistical Network Analysis",118,0,0,0,0,0,0.84,0.03,6.1,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Expression of Pseudomonas aeruginosa CupD Fimbrial Genes Is Antagonistically Controlled by RcsB and the EAL-Containing PvrR Response Regulators",119,0,0,0,0,0,0.88,0.04,3.22,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Neuron-Specific Regulation of Associative Learning and Memory by MAGI-1 in C. elegans",118,0,0,0,0,0,0.98,0.03,5.94,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Chlamydia pneumoniae Hides inside Apoptotic Neutrophils to Silently Infect and Propagate in Macrophages",119,0,0,0,0,0,0.87,0.02,3.1,0,0,0,0,0,0,0,0,,0,0,0,0
06/23/09,2009,"PLoS ONE","RA","Long-Term Potentiation in Isolated Dendritic Spines",119,0,0,0,0,0,1.31,0.03,5.07,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/29/09,2009,"PLoS ONE","RA","A Principal Component Analysis of 39 Scientific Impact Measures",113,0,0,0,0,0,7.55,0.1,41.71,0,0,0,0.13,0,0.01,0.04,0,,0.01,0,0,0
06/24/09,2009,"PLoS ONE","RA","Epstein-Barr Virus Independent Dysregulation of UBP43 Expression Alters Interferon-Stimulated Gene Expression in Burkitt Lymphoma",118,0,0,0,0,0,0.64,0.03,4.54,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","No Need to Discriminate? Reproductive Diploid Males in a Parasitoid with Complementary Sex Determination",118,0,0,0,0,0,0.35,0.04,4.71,0,0,0,0,0,0,0,0,,0,0,0,0
06/26/09,2009,"PLoS ONE","RA","Interaction with LC8 Is Required for Pak1 Nuclear Import and Is Indispensable for Zebrafish Development",116,0,0,0,0,0,0.63,0.03,3.55,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Modulation of the Intestinal Microbiota Alters Colitis-Associated Colorectal Cancer Susceptibility",118,1,0.01,0.01,0,0,1.11,0.03,6.1,0,0,0,0,0,0,0,0,,0,0,0,0.01
06/24/09,2009,"PLoS ONE","RA","Association of Interleukin-6 Signalling with the Muscle Stem Cell Response Following Muscle-Lengthening Contractions in Humans",118,0,0,0,0,0,0.67,0.02,4.69,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Raf Kinase Inhibitory Protein Protects Cells against Locostatin-Mediated Inhibition of Migration",118,0,0,0,0,0,0.45,0.03,4.26,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Myc Is a Metastasis Gene for Non-Small-Cell Lung Cancer",118,0,0,0,0,0,1.33,0.03,7.08,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","CCHCR1 Is Up-Regulated in Skin Cancer and Associated with EGFR Expression",118,0,0,0,0,0,0.43,0.02,4.23,0,0,0,0.01,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Suppression of Glomerulonephritis in NZB/NZW Lupus Prone Mice by Adoptive Transfer of Ex Vivo Expanded Regulatory T Cells",118,0,0,0,0,0,0.39,0.02,3.83,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","A Trivalent Virus-Like Particle Vaccine Elicits Protective Immune Responses against Seasonal Influenza Strains in Mice and Ferrets",118,0,0,0,0,0,1.71,0.05,11.05,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Cardiomyocyte Contractile Dysfunction in the APPswe/PS1dE9 Mouse Model of Alzheimer's Disease",118,0,0,0,0,0,0.47,0.03,4.33,0,0,0,0,0,0,0,0,,0,0,0,0
06/29/09,2009,"PLoS ONE","RA","Targeting 160 Candidate Genes for Blood Pressure Regulation with a Genome-Wide Genotyping Array",113,0,0,0,0,0,1,0.03,6.58,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/09,2009,"PLoS ONE","RA","No Detectable Maternal Effects of Elevated CO2 on Arabidopsis thaliana Over 15 Generations",117,0,0,0,0,0,0.36,0.04,5.15,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Simultaneous Live Cell Imaging Using Dual FRET Sensors with a Single Excitation Light",118,0,0,0,0,0,1.27,0.04,6.97,0,0,0,0,0,0,0,0,,0,0,0,0
06/24/09,2009,"PLoS ONE","RA","Analysis of Germline Variants in CDH1, IGFBP3, MMP1, MMP3, STK15 and VEGF in Familial and Sporadic Renal Cell Carcinoma",118,0,0,0,0,0,0.41,0.05,3.58,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/09,2009,"PLoS ONE","RA","3D Model of Lamprey Estrogen Receptor with Estradiol and 15?-Hydroxy-Estradiol",117,0,0,0,0,0,0.63,0.04,5.9,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/09,2009,"PLoS ONE","RA","Alteration of Gene Expression Signatures of Cortical Differentiation and Wound Response in Lethal Clear Cell Renal Cell Carcinomas",117,0,0,0,0,0,0.32,0.03,4.17,0,0,0,0,0,0,0,0,,0,0,0,0
06/25/09,2009,"PLoS ONE","RA","Genetic Profiling Reveals Cross-Contamination and Misidentification of 6 Adenoid Cystic Carcinoma Cell Lines: ACC2, ACC3, ACCM, ACCNS, ACCS and CAC2",117,0,0,0,0,0,0.49,0.03,5.42,0,0,0,0,0,0,0,0,,0,0,0,0
06/30/09,2009,"PLoS ONE","RA","Fibrils from Designed Non-Amyloid-Related Synthetic Peptides Induce AA-Amyloidosis during Inflammation in an Animal Model",112,0,0,0,0,0,0.65,0.04,2.74,0,0,0,0.01,0,0,0,0,,0,0,0,0
